User ID,Email Address,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
613,sosawilliam@example.net,1969-03-19,Female,Port Tracy,2024-01-11,2025-01-10,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,High,4.7,10
614,stephen74@example.org,1982-04-01,Female,Hughesport,2024-03-26,2025-03-26,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Low,3.2,4
615,idouglas@example.org,1967-05-31,Male,West Adam,2024-02-14,2025-02-13,Monthly,Amex,Auto-renew,Occasional,Electronics,Horror,Medium,4.6,4
616,elizabeth89@example.com,1976-01-15,Female,Michaelport,2024-02-28,2025-02-27,Monthly,Mastercard,Manual,Frequent,Electronics,Romance,Low,3.5,5
617,joshua14@example.org,1971-06-12,Female,Josephfort,2024-01-08,2025-01-07,Monthly,Mastercard,Manual,Regular,Clothing,Romance,High,4.6,0
618,ericgonzales@example.org,1998-05-31,Male,Amandabury,2024-02-16,2025-02-15,Monthly,Mastercard,Auto-renew,Regular,Clothing,Romance,Medium,3.6,0
619,christinapetty@example.com,1980-02-28,Male,Lisaborough,2024-03-12,2025-03-12,Annual,Mastercard,Manual,Frequent,Books,Action,High,3.4,10
620,dkirby@example.org,1956-09-05,Female,East Matthewburgh,2024-03-28,2025-03-28,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Medium,4.1,10
621,ijohnson@example.net,1956-06-20,Male,Nelsonville,2024-03-29,2025-03-29,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,High,3.2,0
622,manuelphillips@example.org,1959-02-22,Female,Shawnstad,2024-03-06,2025-03-06,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,High,4.3,5
623,youngronald@example.net,1975-11-19,Female,East Seanview,2024-01-21,2025-01-20,Annual,Mastercard,Manual,Frequent,Books,Drama,Low,4.0,3
624,aluna@example.com,1945-05-01,Male,West Charlesberg,2024-02-25,2025-02-24,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Low,4.4,10
625,ipowell@example.org,1968-07-26,Male,Danielsland,2024-04-13,2025-04-13,Monthly,Mastercard,Manual,Regular,Electronics,Action,High,4.3,6
626,ttran@example.net,2000-05-04,Female,Brandonborough,2024-03-15,2025-03-15,Annual,Amex,Manual,Frequent,Books,Romance,High,4.1,6
627,james36@example.org,1954-01-17,Male,North Brian,2024-02-19,2025-02-18,Monthly,Amex,Auto-renew,Occasional,Books,Horror,High,4.8,5
628,lydia35@example.org,1971-05-07,Female,Port Christopher,2024-01-06,2025-01-05,Monthly,Amex,Manual,Occasional,Books,Documentary,High,3.5,2
629,kyle46@example.com,1995-02-18,Female,Port Raymondmouth,2024-03-13,2025-03-13,Annual,Visa,Manual,Frequent,Clothing,Drama,High,3.3,1
630,vrobinson@example.net,1958-07-02,Female,Masseyport,2024-02-02,2025-02-01,Monthly,Amex,Manual,Regular,Electronics,Romance,High,3.1,2
631,bryandiaz@example.com,1965-06-16,Female,South Jonathanshire,2024-02-08,2025-02-07,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,High,3.7,9
632,zwilson@example.com,1983-09-19,Male,Freemanland,2024-01-24,2025-01-23,Annual,Visa,Manual,Regular,Clothing,Drama,Medium,3.7,5
633,kellyjerry@example.net,1972-03-05,Male,South Brandonmouth,2024-03-16,2025-03-16,Monthly,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,High,4.1,0
634,dawnwilliamson@example.org,1978-11-09,Male,Joshuamouth,2024-02-04,2025-02-03,Monthly,Mastercard,Auto-renew,Regular,Books,Documentary,High,4.0,6
635,joelhampton@example.org,1984-11-12,Female,East Michaelstad,2024-04-13,2025-04-13,Monthly,Visa,Auto-renew,Occasional,Electronics,Drama,High,4.2,0
636,bridgesjose@example.org,1980-10-31,Male,Cannonshire,2024-01-07,2025-01-06,Annual,Amex,Manual,Regular,Clothing,Drama,Medium,4.2,9
637,mark90@example.net,1977-09-22,Female,Wilsonborough,2024-04-09,2025-04-09,Annual,Mastercard,Manual,Occasional,Clothing,Romance,High,4.0,1
638,luke34@example.com,1999-10-09,Male,South Timothy,2024-01-18,2025-01-17,Annual,Mastercard,Auto-renew,Frequent,Books,Drama,High,4.0,8
639,brandon68@example.com,1935-05-11,Male,Patriciaton,2024-02-13,2025-02-12,Annual,Amex,Manual,Occasional,Clothing,Action,Medium,3.6,2
640,kscott@example.org,2004-01-21,Female,North Brian,2024-02-08,2025-02-07,Monthly,Amex,Manual,Frequent,Clothing,Action,Medium,3.3,7
641,patriciabowman@example.org,1935-12-26,Male,East Thomas,2024-01-17,2025-01-16,Monthly,Visa,Manual,Regular,Books,Documentary,Medium,3.8,5
642,luisharrison@example.net,1949-08-23,Female,Davisport,2024-04-03,2025-04-03,Monthly,Mastercard,Manual,Occasional,Books,Romance,Low,3.0,6
643,nthompson@example.com,1967-02-27,Male,Lewisfurt,2024-04-09,2025-04-09,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,High,4.6,0
644,monicabentley@example.org,1974-08-22,Male,Johnchester,2024-02-21,2025-02-20,Monthly,Amex,Auto-renew,Regular,Books,Romance,High,3.8,8
645,isaac58@example.org,1995-01-05,Male,Port Codyland,2024-03-21,2025-03-21,Annual,Amex,Manual,Regular,Books,Action,Medium,4.8,0
646,tonifernandez@example.org,1933-11-30,Male,Douglasburgh,2024-01-07,2025-01-06,Monthly,Mastercard,Manual,Occasional,Books,Sci-Fi,Low,3.7,4
647,briangreen@example.com,1994-11-02,Female,Ethanburgh,2024-03-18,2025-03-18,Annual,Amex,Manual,Occasional,Electronics,Horror,Low,4.0,6
648,seanvaldez@example.com,1968-03-27,Male,North Robert,2024-03-21,2025-03-21,Monthly,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,High,4.3,7
649,donna99@example.com,1945-01-30,Female,Soniabury,2024-03-06,2025-03-06,Monthly,Amex,Auto-renew,Regular,Electronics,Romance,Medium,3.9,3
650,hodgelauren@example.org,1991-07-06,Female,Carlosborough,2024-01-24,2025-01-23,Annual,Mastercard,Manual,Occasional,Clothing,Romance,Low,4.2,0
651,htodd@example.org,1936-05-01,Male,New Ann,2024-03-11,2025-03-11,Annual,Mastercard,Manual,Occasional,Books,Horror,High,4.9,1
652,molly29@example.com,1954-03-31,Male,Port Brendafort,2024-03-15,2025-03-15,Annual,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Medium,4.2,2
653,marissa28@example.com,1969-03-21,Female,Lake Meagan,2024-04-07,2025-04-07,Annual,Visa,Manual,Frequent,Books,Comedy,Medium,4.8,10
654,linryan@example.org,1996-03-04,Male,Bradleyview,2024-03-28,2025-03-28,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Medium,4.5,8
655,eric57@example.com,1993-09-04,Female,West Richard,2024-01-21,2025-01-20,Annual,Mastercard,Manual,Occasional,Clothing,Action,Medium,3.1,3
656,bradleyanderson@example.com,1966-05-25,Male,New Michael,2024-01-16,2025-01-15,Monthly,Visa,Auto-renew,Occasional,Clothing,Sci-Fi,Low,4.5,10
657,erin34@example.org,1992-09-18,Female,Jessicafort,2024-02-17,2025-02-16,Annual,Visa,Auto-renew,Occasional,Books,Horror,Low,4.2,3
658,belladam@example.net,1940-02-07,Female,East Timothyside,2024-01-04,2025-01-03,Monthly,Mastercard,Manual,Regular,Clothing,Sci-Fi,High,3.7,5
659,michaellewis@example.net,1973-05-23,Female,Villaburgh,2024-02-04,2025-02-03,Monthly,Mastercard,Manual,Frequent,Books,Drama,Low,4.1,5
660,wallrandy@example.net,2004-03-08,Female,Lisamouth,2024-03-31,2025-03-31,Annual,Visa,Manual,Regular,Books,Horror,Medium,4.3,5
661,shannonmorton@example.org,1964-02-29,Male,East Monica,2024-01-31,2025-01-30,Annual,Visa,Auto-renew,Regular,Electronics,Drama,High,4.3,2
662,tateamanda@example.org,1938-05-31,Female,Elizabethhaven,2024-03-09,2025-03-09,Monthly,Amex,Auto-renew,Frequent,Electronics,Romance,High,3.4,10
663,dominiqueaguilar@example.net,1933-08-24,Female,Andrewview,2024-02-06,2025-02-05,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,High,4.8,10
664,tonyjenkins@example.com,1946-05-08,Male,East Gregoryshire,2024-02-14,2025-02-13,Monthly,Amex,Manual,Regular,Clothing,Action,Medium,5.0,1
665,jlee@example.com,1969-09-07,Female,Romeroshire,2024-02-02,2025-02-01,Annual,Visa,Manual,Frequent,Books,Horror,Medium,3.8,6
666,sharongray@example.net,1957-09-26,Male,New Richard,2024-02-03,2025-02-02,Annual,Amex,Auto-renew,Frequent,Clothing,Action,Low,3.1,8
667,nancypena@example.net,1946-01-08,Female,Lake Joanneside,2024-02-17,2025-02-16,Monthly,Amex,Manual,Occasional,Books,Horror,Medium,4.1,1
668,ryanadkins@example.com,1993-08-23,Male,North Kyletown,2024-03-01,2025-03-01,Monthly,Mastercard,Manual,Regular,Clothing,Drama,Low,4.6,5
669,joseph98@example.org,1952-06-16,Male,Lake Ericborough,2024-01-03,2025-01-02,Monthly,Visa,Auto-renew,Occasional,Books,Horror,Low,4.4,8
670,wendy53@example.com,1963-02-19,Female,Bowenland,2024-03-21,2025-03-21,Monthly,Visa,Manual,Frequent,Clothing,Documentary,Low,3.0,2
671,walkerjessica@example.com,2002-11-14,Female,New Jeffery,2024-02-08,2025-02-07,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,High,3.6,2
672,kerri46@example.net,2002-02-17,Male,Lake Kelly,2024-03-17,2025-03-17,Monthly,Amex,Manual,Occasional,Books,Comedy,Medium,4.6,5
673,rhodesdan@example.org,1983-07-17,Female,Rodriguezstad,2024-01-14,2025-01-13,Monthly,Mastercard,Manual,Regular,Electronics,Drama,High,4.4,4
674,james70@example.com,1957-11-12,Female,Alexandrachester,2024-03-26,2025-03-26,Monthly,Visa,Manual,Regular,Books,Drama,Medium,3.5,9
675,debra16@example.com,1962-08-03,Female,South Stephanie,2024-02-08,2025-02-07,Monthly,Amex,Manual,Regular,Clothing,Documentary,High,4.8,4
676,lbradford@example.net,1937-06-28,Female,Vargasberg,2024-01-27,2025-01-26,Annual,Amex,Manual,Frequent,Electronics,Horror,High,4.9,8
677,ramosbrittany@example.org,1959-01-14,Female,South Donaldview,2024-03-19,2025-03-19,Annual,Amex,Auto-renew,Frequent,Books,Drama,High,4.4,2
678,pricejulia@example.com,1998-09-14,Male,Port Seanmouth,2024-01-05,2025-01-04,Monthly,Mastercard,Auto-renew,Regular,Electronics,Horror,High,4.9,4
679,tylerhammond@example.net,1961-10-18,Female,South Moniqueburgh,2024-02-15,2025-02-14,Annual,Visa,Manual,Occasional,Electronics,Horror,Low,3.4,4
680,laceydavis@example.net,1991-04-18,Male,Rickytown,2024-03-10,2025-03-10,Annual,Mastercard,Manual,Occasional,Books,Drama,Medium,4.9,10
681,anthonyarmstrong@example.net,1988-01-24,Male,Freemanstad,2024-03-14,2025-03-14,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Low,4.1,6
682,mitchellheidi@example.net,1988-09-24,Female,Greenberg,2024-02-06,2025-02-05,Monthly,Visa,Manual,Regular,Clothing,Horror,Low,4.3,3
683,mileseric@example.com,1994-07-28,Female,Davisberg,2024-01-22,2025-01-21,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Medium,4.4,0
684,ubrown@example.org,1954-07-17,Male,Loriborough,2024-01-19,2025-01-18,Annual,Amex,Auto-renew,Occasional,Clothing,Comedy,High,4.2,8
685,smoran@example.org,1952-05-15,Male,Lake Donald,2024-01-16,2025-01-15,Annual,Visa,Manual,Regular,Books,Action,High,4.6,3
686,davisjeffery@example.com,1985-11-15,Male,Brandonmouth,2024-01-24,2025-01-23,Monthly,Amex,Auto-renew,Frequent,Clothing,Drama,Low,3.5,4
687,hcook@example.com,1934-01-15,Male,Angelatown,2024-02-16,2025-02-15,Monthly,Mastercard,Manual,Frequent,Clothing,Horror,Low,4.8,3
688,adrian56@example.net,2000-05-12,Male,Cruzton,2024-03-31,2025-03-31,Annual,Amex,Auto-renew,Regular,Clothing,Action,Low,3.7,4
689,victoria08@example.org,1980-12-18,Female,Aprilview,2024-02-26,2025-02-25,Monthly,Mastercard,Manual,Frequent,Clothing,Drama,High,3.3,7
690,cwashington@example.net,1953-03-30,Male,Richardview,2024-04-01,2025-04-01,Annual,Visa,Manual,Frequent,Books,Action,Low,3.0,2
691,daleruiz@example.com,1961-08-26,Male,Lake Melaniestad,2024-03-01,2025-03-01,Annual,Amex,Manual,Frequent,Electronics,Documentary,Medium,3.9,0
692,amanda22@example.com,1936-10-21,Male,South Rebecca,2024-01-03,2025-01-02,Annual,Amex,Manual,Frequent,Books,Documentary,High,4.9,4
693,robertwinters@example.org,1976-09-13,Male,Lindaville,2024-01-20,2025-01-19,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Low,4.6,0
694,jacob63@example.org,1983-06-16,Female,Lake Tiffanyberg,2024-03-26,2025-03-26,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Low,3.9,0
695,nicolepugh@example.com,1978-01-12,Female,North Angela,2024-02-26,2025-02-25,Annual,Amex,Auto-renew,Frequent,Electronics,Romance,Low,4.2,1
696,austinrandy@example.com,1968-06-22,Female,Micheleberg,2024-03-20,2025-03-20,Annual,Amex,Auto-renew,Occasional,Electronics,Drama,High,4.5,10
697,dcraig@example.com,1958-08-06,Male,Port Sandraborough,2024-01-06,2025-01-05,Annual,Mastercard,Manual,Frequent,Books,Sci-Fi,Medium,4.9,5
698,joseph59@example.org,1938-09-16,Female,Martinburgh,2024-02-12,2025-02-11,Annual,Amex,Manual,Occasional,Electronics,Comedy,High,3.7,0
699,suarezamanda@example.org,2000-02-27,Female,Lake Keith,2024-01-26,2025-01-25,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,High,3.9,10
700,vanessacarlson@example.com,1960-07-14,Female,South Jenniferview,2024-01-05,2025-01-04,Annual,Mastercard,Manual,Occasional,Books,Comedy,High,4.3,3
701,kyleriley@example.org,1983-04-20,Female,Lake Edward,2024-03-03,2025-03-03,Monthly,Amex,Manual,Frequent,Clothing,Documentary,Low,3.5,1
702,amyalexander@example.net,1977-12-17,Male,North Kristenberg,2024-04-01,2025-04-01,Monthly,Amex,Manual,Regular,Books,Documentary,Medium,3.6,2
703,mortonlori@example.com,1972-09-22,Male,East Jonathanhaven,2024-01-21,2025-01-20,Annual,Amex,Auto-renew,Regular,Books,Documentary,Low,3.9,6
704,elliottbrendan@example.net,1952-12-05,Male,West Antonioburgh,2024-01-22,2025-01-21,Annual,Mastercard,Manual,Regular,Books,Romance,Medium,3.4,6
705,smalldaniel@example.org,1969-02-14,Male,New Robert,2024-03-28,2025-03-28,Annual,Amex,Manual,Occasional,Books,Sci-Fi,Medium,3.6,3
706,lrogers@example.org,1996-07-03,Male,Andreastad,2024-02-17,2025-02-16,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Medium,4.6,5
707,gabrielle62@example.com,1990-02-06,Female,North Jonathan,2024-02-14,2025-02-13,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Low,3.2,0
708,brenda80@example.com,1934-09-02,Female,Port Michaeltown,2024-02-06,2025-02-05,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Horror,High,3.9,8
709,brittanyjackson@example.org,1945-02-23,Female,West Matthew,2024-02-09,2025-02-08,Monthly,Mastercard,Manual,Occasional,Books,Comedy,High,3.9,0
710,ahammond@example.net,1937-11-01,Male,Lake Amandaton,2024-03-29,2025-03-29,Monthly,Amex,Auto-renew,Occasional,Electronics,Romance,Medium,4.0,0
711,rjohnson@example.net,1943-06-03,Male,Harrismouth,2024-03-13,2025-03-13,Monthly,Mastercard,Manual,Regular,Clothing,Comedy,High,3.0,3
712,silvarobert@example.net,1968-03-27,Female,Walterchester,2024-01-18,2025-01-17,Annual,Visa,Manual,Occasional,Clothing,Horror,High,3.7,8
713,ramosamanda@example.org,1947-12-27,Male,South Patricia,2024-03-02,2025-03-02,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Medium,5.0,5
714,qprice@example.com,1986-07-25,Male,Lake Tiffany,2024-03-25,2025-03-25,Annual,Visa,Auto-renew,Regular,Clothing,Comedy,Medium,3.3,7
715,jasminelopez@example.org,1955-11-26,Male,Zacharychester,2024-01-22,2025-01-21,Monthly,Visa,Auto-renew,Frequent,Clothing,Romance,High,4.8,7
716,davidwise@example.net,1987-12-11,Female,Meyerburgh,2024-01-28,2025-01-27,Monthly,Visa,Manual,Occasional,Electronics,Documentary,High,4.4,8
717,patrickconrad@example.com,1974-08-16,Male,New Carolborough,2024-02-26,2025-02-25,Monthly,Visa,Manual,Occasional,Electronics,Documentary,High,4.5,9
718,veronica52@example.org,1961-06-22,Female,West Taylorhaven,2024-04-12,2025-04-12,Annual,Mastercard,Manual,Frequent,Electronics,Horror,High,4.4,3
719,danny75@example.com,1980-01-08,Female,New Phillip,2024-04-11,2025-04-11,Annual,Mastercard,Auto-renew,Occasional,Electronics,Romance,Medium,3.9,2
720,oliviabrown@example.com,1972-06-21,Female,Danaland,2024-01-28,2025-01-27,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Low,5.0,5
721,peter03@example.org,1972-09-03,Female,Tinamouth,2024-01-24,2025-01-23,Annual,Mastercard,Manual,Occasional,Clothing,Action,High,3.5,0
722,gcastro@example.com,1951-12-28,Female,North Sarah,2024-03-25,2025-03-25,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,Medium,4.1,6
723,nsanchez@example.org,1952-05-17,Female,Powellmouth,2024-01-19,2025-01-18,Monthly,Amex,Auto-renew,Occasional,Clothing,Sci-Fi,Low,4.4,10
724,natashavargas@example.org,1979-01-26,Male,Haynesborough,2024-02-24,2025-02-23,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,Low,4.0,4
725,willie28@example.com,1975-02-24,Female,Port Josephside,2024-02-16,2025-02-15,Annual,Amex,Manual,Frequent,Clothing,Romance,High,3.9,10
726,chadtran@example.com,1977-07-10,Female,South Russellshire,2024-04-04,2025-04-04,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,High,4.3,8
727,tramos@example.org,1969-07-10,Female,East Christina,2024-01-31,2025-01-30,Annual,Amex,Auto-renew,Regular,Clothing,Comedy,Low,3.8,5
728,sanderson@example.org,1989-05-24,Female,Floresview,2024-03-30,2025-03-30,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,High,3.8,7
729,archerjoshua@example.com,1948-04-06,Male,Waynefort,2024-01-02,2025-01-01,Annual,Amex,Auto-renew,Frequent,Clothing,Action,Medium,3.8,9
730,smithdouglas@example.net,1971-12-24,Male,Williamsfort,2024-01-01,2024-12-31,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Low,3.2,3
731,heidi88@example.net,1986-04-15,Male,Reedland,2024-02-16,2025-02-15,Annual,Mastercard,Manual,Occasional,Books,Comedy,High,3.8,6
732,rioskimberly@example.net,1944-06-30,Male,Port Kevin,2024-02-22,2025-02-21,Monthly,Mastercard,Manual,Regular,Electronics,Action,Medium,3.1,9
733,xcraig@example.net,2002-09-25,Male,Lake Antoniomouth,2024-01-14,2025-01-13,Annual,Mastercard,Manual,Regular,Electronics,Comedy,High,3.8,6
734,jasminematthews@example.net,1979-02-28,Male,Alishaburgh,2024-01-03,2025-01-02,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,High,3.1,4
735,lewischristine@example.org,1971-06-17,Female,Wendymouth,2024-02-22,2025-02-21,Annual,Amex,Manual,Frequent,Electronics,Drama,Low,3.4,9
736,mariaking@example.com,1962-10-28,Male,South Sandrachester,2024-01-07,2025-01-06,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,High,4.4,1
737,jameshernandez@example.com,2005-06-14,Male,East Emilyton,2024-03-03,2025-03-03,Annual,Visa,Auto-renew,Occasional,Books,Sci-Fi,Low,4.8,4
738,abutler@example.net,1979-12-17,Female,West Victoria,2024-03-23,2025-03-23,Monthly,Mastercard,Auto-renew,Regular,Electronics,Horror,High,3.6,9
739,lynnrichardson@example.org,1935-02-18,Male,East Francisco,2024-04-12,2025-04-12,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Low,4.7,3
740,amandaatkins@example.org,1951-02-13,Male,Kevinview,2024-02-19,2025-02-18,Annual,Mastercard,Manual,Regular,Clothing,Action,Low,3.9,5
741,esmith@example.com,1967-04-12,Female,Lake Jamiebury,2024-04-07,2025-04-07,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Medium,3.4,0
742,usmith@example.com,1942-05-23,Male,East Tammy,2024-02-14,2025-02-13,Annual,Mastercard,Auto-renew,Frequent,Clothing,Comedy,High,3.1,10
743,danielsims@example.org,1947-02-07,Male,Willisfort,2024-03-22,2025-03-22,Annual,Visa,Manual,Occasional,Electronics,Horror,Medium,3.6,9
744,sgreen@example.com,1973-07-14,Male,Valentinefurt,2024-01-04,2025-01-03,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Medium,4.8,7
745,patkinson@example.org,1989-07-13,Male,Reyesshire,2024-03-10,2025-03-10,Annual,Amex,Manual,Frequent,Clothing,Horror,High,4.2,5
746,sharon91@example.org,1992-05-16,Male,New Matthew,2024-02-15,2025-02-14,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,High,3.8,6
747,nguyenpaula@example.org,1964-11-23,Male,South Raymondville,2024-02-22,2025-02-21,Monthly,Visa,Manual,Frequent,Books,Sci-Fi,High,4.9,2
748,bryanjones@example.com,1991-02-15,Male,Karatown,2024-03-03,2025-03-03,Annual,Mastercard,Manual,Regular,Electronics,Action,High,3.8,1
749,dgarcia@example.net,1947-09-29,Female,Alexanderchester,2024-02-25,2025-02-24,Monthly,Mastercard,Manual,Regular,Books,Documentary,Low,4.8,5
750,thomas53@example.net,1965-04-29,Female,Travisport,2024-03-31,2025-03-31,Monthly,Amex,Manual,Regular,Books,Drama,Low,4.5,0
751,njohnson@example.org,1935-09-14,Female,New Carolborough,2024-01-01,2024-12-31,Annual,Visa,Auto-renew,Occasional,Books,Sci-Fi,High,3.8,3
752,goldenrachel@example.net,1947-02-11,Female,Burkechester,2024-01-07,2025-01-06,Monthly,Amex,Manual,Regular,Books,Romance,Medium,4.8,4
753,shanesmith@example.org,1935-02-10,Female,Port Robertbury,2024-02-28,2025-02-27,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Medium,4.0,8
754,tfloyd@example.org,2003-12-30,Male,Collinsfurt,2024-01-28,2025-01-27,Annual,Visa,Manual,Occasional,Electronics,Documentary,Low,3.8,9
755,jameswagner@example.net,1973-10-27,Female,West Carolmouth,2024-03-23,2025-03-23,Annual,Visa,Manual,Regular,Books,Comedy,Low,4.0,6
756,jknight@example.net,2000-11-07,Male,Jonesfort,2024-03-16,2025-03-16,Annual,Amex,Auto-renew,Regular,Books,Drama,Low,4.1,5
757,robertkim@example.org,1994-05-02,Male,Donovantown,2024-04-14,2025-04-14,Annual,Visa,Manual,Regular,Clothing,Romance,Low,4.6,0
758,anthonymeza@example.org,1951-06-13,Male,Kristaton,2024-03-18,2025-03-18,Annual,Mastercard,Manual,Frequent,Books,Drama,High,4.8,10
759,cmcdonald@example.net,1956-06-15,Female,Barbaraport,2024-03-21,2025-03-21,Annual,Visa,Manual,Occasional,Books,Comedy,High,3.8,9
760,brandon64@example.com,1976-01-28,Male,North Katie,2024-01-31,2025-01-30,Annual,Amex,Auto-renew,Frequent,Books,Drama,Medium,3.5,10
761,bakercandace@example.com,1976-12-14,Male,South Omarton,2024-02-16,2025-02-15,Annual,Amex,Auto-renew,Frequent,Clothing,Romance,High,4.1,2
762,wilsonnicole@example.net,1936-11-05,Female,Mahoneyside,2024-03-21,2025-03-21,Annual,Visa,Auto-renew,Regular,Electronics,Sci-Fi,High,3.9,4
763,bhicks@example.net,1952-05-14,Female,Nicoleville,2024-01-12,2025-01-11,Annual,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Medium,3.3,6
764,kelly66@example.net,1965-08-22,Female,North David,2024-03-01,2025-03-01,Annual,Visa,Auto-renew,Regular,Electronics,Documentary,Medium,3.1,6
765,victoriacook@example.net,1934-10-09,Male,Lake Stephanie,2024-02-14,2025-02-13,Annual,Amex,Manual,Regular,Clothing,Comedy,Low,4.4,10
766,mallorytrujillo@example.com,1985-02-11,Female,Anitahaven,2024-01-16,2025-01-15,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Action,Medium,4.2,8
767,kellystuart@example.net,1951-12-21,Male,East Aaron,2024-01-29,2025-01-28,Monthly,Amex,Auto-renew,Regular,Books,Comedy,High,3.8,4
768,sarahprince@example.com,1999-07-09,Male,Port Tyler,2024-03-18,2025-03-18,Annual,Visa,Auto-renew,Regular,Books,Action,Medium,3.5,8
769,mathisrichard@example.org,1952-12-25,Male,Kimberlyfort,2024-01-25,2025-01-24,Monthly,Amex,Auto-renew,Frequent,Books,Documentary,Low,4.8,10
770,amybarron@example.net,1974-09-04,Male,West Jenniferfurt,2024-02-23,2025-02-22,Monthly,Amex,Auto-renew,Frequent,Books,Documentary,Low,3.8,7
771,adamsstephanie@example.com,1951-04-30,Male,Richardsonland,2024-01-16,2025-01-15,Monthly,Visa,Auto-renew,Regular,Electronics,Comedy,Medium,4.8,0
772,mlogan@example.org,1979-05-26,Male,West Jared,2024-02-03,2025-02-02,Annual,Amex,Auto-renew,Regular,Books,Documentary,High,4.0,4
773,salinasrobert@example.org,1997-03-31,Female,Port Markland,2024-01-30,2025-01-29,Annual,Mastercard,Manual,Frequent,Clothing,Horror,Low,4.8,0
774,reynoldsallison@example.com,2002-02-02,Male,New Cherylstad,2024-01-15,2025-01-14,Annual,Visa,Auto-renew,Occasional,Books,Romance,Medium,4.9,1
775,daniel11@example.com,1990-01-01,Male,Lake Williamville,2024-03-27,2025-03-27,Annual,Amex,Auto-renew,Regular,Books,Sci-Fi,Low,3.5,2
776,mcneildiane@example.net,1968-04-10,Male,Holtborough,2024-02-28,2025-02-27,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Medium,3.9,7
777,ypace@example.com,1972-05-04,Male,North Scottmouth,2024-03-06,2025-03-06,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Medium,3.1,5
778,williamsemily@example.org,1978-02-12,Male,East Brandontown,2024-01-02,2025-01-01,Annual,Amex,Manual,Occasional,Books,Horror,Low,3.2,4
779,kathleen19@example.org,2001-11-20,Female,Mcconnellland,2024-03-26,2025-03-26,Annual,Mastercard,Auto-renew,Regular,Clothing,Romance,Medium,3.9,9
780,peggy16@example.org,1955-12-30,Female,New Jamietown,2024-01-22,2025-01-21,Annual,Visa,Auto-renew,Frequent,Electronics,Horror,Low,4.3,10
781,dtaylor@example.org,1968-07-31,Female,Jordanport,2024-01-08,2025-01-07,Monthly,Amex,Auto-renew,Regular,Books,Drama,High,3.9,4
782,jody55@example.net,1995-08-15,Female,Jessicaberg,2024-02-23,2025-02-22,Monthly,Visa,Manual,Regular,Books,Romance,High,4.5,5
783,yparsons@example.net,2002-03-11,Male,Port Shane,2024-01-22,2025-01-21,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Low,3.8,10
784,alfredrhodes@example.com,1935-06-03,Female,West Michaeltown,2024-02-27,2025-02-26,Monthly,Mastercard,Auto-renew,Regular,Clothing,Drama,High,3.5,1
785,noah52@example.com,1963-11-28,Male,South Christopher,2024-01-02,2025-01-01,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Low,3.1,7
786,rgonzales@example.com,1994-04-27,Male,Catherineton,2024-02-08,2025-02-07,Annual,Mastercard,Auto-renew,Regular,Books,Comedy,Medium,3.6,8
